City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
116,ardakan,32.31,54.0175,54.88,31,45,1.36,IR,1732491782
117,vilyuchinsk,52.9306,158.4028,32.27,86,99,8.39,RU,1732491782
118,poltavka,54.3663,71.7632,11.3,93,65,3.11,RU,1732491782
119,inirida,3.8653,-67.9239,81.3,74,74,3.53,CO,1732491782
120,ancud,-41.8697,-73.8203,53.4,87,32,14.23,CL,1732491782
121,yanchep,-31.55,115.6833,66.29,64,17,17.87,AU,1732491783
122,jamestown,42.097,-79.2353,40.01,92,100,10.36,US,1732491613
123,makueni boma,-1.8041,37.6203,63.77,95,100,1.99,KE,1732491633
124,bredasdorp,-34.5322,20.0403,64.72,84,100,2.13,ZA,1732491783
125,chonchi,-42.6128,-73.8092,56.12,81,60,5.39,CL,1732491783
126,holualoa,19.6228,-155.9522,75.83,74,100,8.05,US,1732491783
127,fort bragg,35.139,-79.006,56.75,75,0,0.0,US,1732491783
128,hawaiian paradise park,19.5933,-154.9731,75.87,86,100,5.75,US,1732491783
129,carnarvon,-24.8667,113.6333,71.8,78,83,20.56,AU,1732491506
130,fort st. john,56.2499,-120.8529,-0.51,78,20,3.44,CA,1732491783
131,adler,43.43,39.92,44.76,93,100,4.47,RU,1732491783
132,puerto ayora,-0.7393,-90.3518,73.54,80,19,5.99,EC,1732491783
133,klyuchi,52.2667,79.1667,11.12,96,24,1.41,RU,1732491784
134,katsuura,35.1333,140.3,55.08,64,11,18.1,JP,1732491784
135,tazovsky,67.4667,78.7,33.39,98,100,17.05,RU,1732491784
136,isangel,-19.55,169.2667,80.71,78,75,23.02,VU,1732491784
137,shakawe,-18.3667,21.85,67.06,85,9,4.34,BW,1732491784
138,ta`u,-14.2336,-169.5144,81.25,74,57,7.16,AS,1732491784
139,fortuna,40.5982,-124.1573,53.35,94,75,19.57,US,1732491784
140,lazaro cardenas,17.9583,-102.2,80.69,78,4,6.62,MX,1732491784
141,coahuayana de hidalgo,18.7,-103.6583,78.64,78,27,3.22,MX,1732491784
142,faya-largeau,17.9257,19.1043,70.05,24,0,19.82,TD,1732491784
143,shanhecun,44.7,127.2,35.58,76,100,8.97,CN,1732491784
144,gattinara,45.6179,8.3674,44.65,70,100,2.01,IT,1732491785
145,ullal,12.8,74.85,74.35,88,96,3.44,IN,1732491785
146,tura,25.5198,90.2201,59.13,90,17,4.09,IN,1732491785
147,selfoss,63.9331,-20.9971,19.13,81,3,9.53,IS,1732491785
148,kachug,53.9606,105.8817,0.82,93,91,0.76,RU,1732491785
149,las tablas,7.7667,-80.2833,78.17,99,76,5.68,PA,1732491785
150,umba,66.6871,34.3429,29.53,86,70,14.83,RU,1732491785
151,udachny,66.4167,112.4,-22.67,94,28,8.63,RU,1732491785
152,aasiaat,68.7098,-52.8699,23.16,88,100,13.22,GL,1732491785
153,yanykurgan,43.915,67.2481,35.55,43,0,5.48,KZ,1732491785
154,neelankarai,12.9455,80.2575,77.11,89,40,4.61,IN,1732491785
155,tazacorte,28.629,-17.9293,68.97,88,40,8.99,ES,1732491785
156,new norfolk,-42.7826,147.0587,56.91,47,91,3.33,AU,1732491786
157,dunedin,-45.8742,170.5036,59.81,79,18,4.0,NZ,1732491640
158,pisco,-13.7,-76.2167,69.85,78,0,14.97,PE,1732491786
159,kindu,-2.95,25.95,69.04,99,96,1.39,CD,1732491786
160,dellys,36.9172,3.9131,59.52,58,0,13.02,DZ,1732491786
161,whakatane,-37.9585,176.9854,69.51,68,4,5.99,NZ,1732491786
162,richards bay,-28.783,32.0377,73.94,83,3,11.21,ZA,1732491786
163,utrik,11.2278,169.8474,82.22,81,30,18.01,MH,1732491786
164,champerico,14.3,-91.9167,79.63,75,100,5.1,GT,1732491786
165,sisophon,13.5859,102.9737,74.77,83,99,7.67,KH,1732491786
166,petropavlovsk-kamchatsky,53.0452,158.6483,30.79,59,75,6.71,RU,1732491787
167,akureyri,65.6835,-18.0878,28.33,80,100,12.66,IS,1732491787
168,leer,53.2316,7.461,60.94,74,100,3.0,DE,1732491787
169,pangai,-19.8,-174.35,82.51,74,75,10.36,TO,1732491787
170,st. john's,47.5649,-52.7093,44.28,97,75,21.85,CA,1732491592
171,aykhal,66.0,111.5,-22.23,91,11,10.09,RU,1732491787
172,aral,40.5156,81.2636,30.96,71,8,5.14,CN,1732491787
173,ust-nera,64.5667,143.2,-23.46,96,95,1.97,RU,1732491787
174,nuuk,64.1835,-51.7216,27.21,68,100,1.14,GL,1732491787
175,luderitz,-26.6481,15.1594,59.14,91,7,13.13,,1732491787
176,salalah,17.0151,54.0924,77.09,73,0,3.44,OM,1732491788
177,san patricio,28.017,-97.5169,80.55,63,5,15.64,US,1732491788
178,mahina,-17.5065,-149.489,85.77,70,75,4.61,PF,1732491788
179,fale old settlement,-9.3852,-171.2468,83.64,71,14,14.52,TK,1732491788
180,khushab,32.2967,72.3525,62.71,37,0,2.68,PK,1732491788
181,shahr-e kord,32.3256,50.8644,44.37,61,0,2.3,IR,1732491788
182,igarka,67.4667,86.5833,28.76,96,100,17.43,RU,1732491788
183,sungai raya,0.7,108.9,79.41,88,100,1.9,ID,1732491788
184,khodzha-maston,38.7446,68.627,38.62,42,100,11.14,TJ,1732491789
185,lahat,-3.8,103.5333,75.69,87,53,0.87,ID,1732491789
186,cooper's town,26.8667,-77.5167,72.27,64,8,5.84,BS,1732491789
187,karkkila,60.5342,24.2098,32.0,97,100,15.39,FI,1732491789
188,port blair,11.6667,92.75,82.44,83,40,8.05,IN,1732491789
189,laojunmiao,39.8333,97.7333,12.61,47,36,5.57,CN,1732491789
190,kargasok,59.0556,80.8572,21.07,86,100,8.46,RU,1732491789
191,nadym,65.5333,72.5167,34.84,92,100,23.69,RU,1732491789
192,flin flon,54.7682,-101.865,6.64,85,100,13.8,CA,1732491789
193,sena madureira,-9.0656,-68.6569,73.83,95,95,0.56,BR,1732491790
194,touros,-5.1989,-35.4608,78.49,77,56,13.22,BR,1732491790
195,broome,42.2506,-75.833,41.92,68,100,10.36,US,1732491790
196,port macquarie,-31.4333,152.9167,75.07,70,99,13.0,AU,1732491790
197,colonia,50.9333,6.95,61.12,65,0,14.97,DE,1732491790
198,port shepstone,-30.7414,30.455,74.59,92,73,18.81,ZA,1732491790
199,carutapera,-1.195,-46.02,79.39,80,100,7.31,BR,1732491790
200,daru,-9.0763,143.2092,82.67,80,64,10.8,PG,1732491790
201,doctor juan leon mallorquin,-25.4,-55.2667,78.87,57,0,7.11,PY,1732491790
202,east london,-33.0153,27.9116,74.39,88,51,13.04,ZA,1732491790
203,mormugao,15.4,73.8,70.86,73,100,3.44,IN,1732491790
204,kapa'a,22.0752,-159.319,79.48,79,9,1.01,US,1732491790
205,atotonilco el grande,20.2833,-98.6667,58.68,46,0,3.2,MX,1732491791
206,mulayjah,27.271,48.4242,69.48,46,90,8.84,SA,1732491791
207,san andres,12.5847,-81.7006,80.62,89,40,10.36,CO,1732491791
208,koryazhma,61.3143,47.1691,28.36,86,100,6.69,RU,1732491791
209,puerto armuelles,8.2833,-82.8667,77.09,90,89,5.01,PA,1732491791
210,barcelos,41.5388,-8.6151,55.99,96,100,10.29,PT,1732491791
211,leava,-14.3,-178.1667,81.28,80,92,9.95,WF,1732491791
212,kolonia,50.9333,6.95,61.12,65,0,14.97,DE,1732491533
213,gua musang,4.8823,101.9644,74.05,99,100,0.85,MY,1732491791
214,la'ie,21.6477,-157.9253,84.16,65,0,5.01,US,1732491791
215,san pedro pochutla,15.7333,-96.4667,83.91,83,14,2.64,MX,1732491791
216,nikolayevsk-on-amure,53.1406,140.73,10.08,90,80,4.34,RU,1732491792
217,chirilagua,13.2203,-88.1386,71.55,83,2,2.59,SV,1732491792
218,turpan,42.9333,89.1667,34.29,39,99,1.79,CN,1732491792
219,kananga,-5.8958,22.4178,66.22,97,34,0.69,CD,1732491792
220,taguatinga,-12.3857,-46.5711,73.35,90,100,4.41,BR,1732491792
221,alofi,-19.0595,-169.9187,82.29,74,75,13.8,NU,1732491792
222,uturoa,-16.7333,-151.4333,80.29,79,58,12.66,PF,1732491792
223,alindao,5.0267,21.2088,72.43,60,3,0.18,CF,1732491792
224,pacific grove,36.6177,-121.9166,61.41,84,20,15.01,US,1732491793
225,monte alegre,-2.0078,-54.0692,84.43,48,28,2.55,BR,1732491793
226,neiafu,-18.65,-173.9833,83.08,74,75,9.22,TO,1732491793
227,piacabucu,-10.4056,-36.4344,77.27,88,69,8.55,BR,1732491793
228,talnakh,69.4865,88.3972,18.34,95,100,15.59,RU,1732491793
229,newman,37.3138,-121.0208,63.05,55,50,3.0,US,1732491674
230,stanley,54.868,-1.6985,48.22,80,75,14.97,GB,1732491784
231,hamilton,39.1834,-84.5333,52.02,71,0,8.05,US,1732491793
232,georgetown,5.4112,100.3354,80.53,89,20,2.3,MY,1732491725
233,berdychiv,49.8993,28.6024,21.34,92,8,7.14,UA,1732491793
234,pola de laviana,43.2454,-5.5629,60.15,88,69,6.44,ES,1732491793
235,lalganj,25.8667,85.1833,61.12,54,39,3.98,IN,1732491794
236,chos malal,-37.3781,-70.2709,64.9,33,0,16.6,AR,1732491794
237,pont rouge,48.8833,-72.0825,33.93,86,100,16.22,CA,1732491794
238,kiamba,5.9894,124.6242,83.91,72,98,0.65,PH,1732491794
239,puerto baquerizo moreno,-0.9,-89.6,71.67,73,47,11.21,EC,1732491794
240,ostersund,63.1792,14.6357,33.62,93,100,12.66,SE,1732491794
241,ilovlya,49.3033,43.9796,40.51,65,100,6.02,RU,1732491794
242,shirgaon,19.7,72.7,71.92,65,81,5.03,IN,1732491794
243,vilyuysk,63.7553,121.6247,-8.97,89,100,5.44,RU,1732491794
244,blenheim,-41.516,173.9528,73.53,55,69,1.01,NZ,1732491794
245,shalqar,47.8333,59.6,32.63,56,0,12.01,KZ,1732491795
246,bojnurd,37.4747,57.329,37.35,75,0,2.3,IR,1732491795
247,invercargill,-46.4,168.35,58.01,73,49,17.0,NZ,1732491795
248,la passe,45.5549,-0.8967,60.98,64,93,29.93,FR,1732491795
249,geraldton,-28.7667,114.6,70.21,73,100,25.23,AU,1732491795
250,kangding,30.0513,101.9603,32.65,88,99,2.19,CN,1732491795
251,afaahiti,-17.75,-149.2833,77.59,84,57,14.09,PF,1732491795
252,kolonia town,6.964,158.206,87.91,70,75,13.8,FM,1732491795
253,college,64.8569,-147.8028,20.07,83,100,5.75,US,1732491795
254,praia da vitoria,38.7333,-27.0667,59.25,77,20,4.74,PT,1732491795
255,kalmunai,7.4167,81.8167,73.04,97,100,14.58,LK,1732491796
256,mathba,22.2855,89.9629,61.56,70,91,5.97,BD,1732491796
257,kupang,-10.1667,123.5833,86.58,79,20,2.3,ID,1732491796
258,tamandare,-8.7597,-35.1047,77.81,80,6,11.54,BR,1732491796
259,papao,-17.75,-149.55,85.68,82,41,15.52,PF,1732491796
260,peace river,56.2501,-117.286,1.71,85,20,3.44,CA,1732491667
261,ko lanta,7.5336,99.0865,78.46,86,100,19.84,TH,1732491796
262,ulsteinvik,62.3432,5.8487,47.3,77,45,14.67,NO,1732491796
263,nova sintra,14.8667,-24.7167,78.24,78,0,11.27,CV,1732491796
264,uaua,-9.8414,-39.4817,79.11,65,67,14.32,BR,1732491796
265,cuyo,10.8525,121.0086,82.81,80,45,24.85,PH,1732491797
266,ad dabbah,18.05,30.95,66.42,30,1,10.07,SD,1732491797
267,sarbogard,46.8869,18.6204,40.39,90,68,6.96,HU,1732491797
268,hadibu,12.65,54.0333,77.02,78,19,6.96,YE,1732491797
269,howard springs,-12.497,131.047,86.88,75,85,3.67,AU,1732491797
270,la ronge,55.1001,-105.2842,7.05,78,100,12.66,CA,1732491797
271,loukhi,66.0764,33.0381,25.84,88,75,10.63,RU,1732491797
272,isafjordur,66.0755,-23.124,17.15,72,7,3.47,IS,1732491797
273,susuman,62.7833,148.1667,-32.01,96,77,0.89,RU,1732491797
274,atherton,53.5237,-2.4935,51.3,77,100,5.01,GB,1732491797
275,qaisumah,28.3112,46.1273,64.36,59,40,9.22,SA,1732491797
276,dudinka,69.4058,86.1778,27.12,97,100,19.22,RU,1732491798
277,xichang,27.8964,102.2634,49.37,93,90,3.53,CN,1732491798
278,port saint john's,-31.6229,29.5448,74.98,91,40,11.07,ZA,1732491798
279,coquimbo,-29.9533,-71.3436,64.13,69,0,10.36,CL,1732491555
280,alaghsas,17.0187,8.0168,71.78,17,6,12.8,NE,1732491798
281,shiyan,32.6475,110.7781,45.16,60,100,10.2,CN,1732491798
282,kudahuvadhoo,2.6708,72.8944,81.77,74,86,5.26,MV,1732491798
283,mount gambier,-37.8333,140.7667,69.93,65,100,5.95,AU,1732491798
284,cabedelo,-6.9811,-34.8339,81.27,75,23,14.67,BR,1732491798
285,preveza,38.95,20.75,45.97,76,0,3.44,GR,1732491798
286,siwa oasis,29.2041,25.5195,55.0,53,0,10.94,EG,1732491798
287,elva,58.2225,26.4211,33.22,84,20,18.41,EE,1732491798
288,kapuskasing,49.4169,-82.4331,23.09,100,100,4.61,CA,1732491662
289,mont-laurier,46.5501,-75.4993,29.75,71,92,11.36,CA,1732491770
290,dzhangala,49.2167,50.3333,31.48,73,6,10.98,KZ,1732491799
291,calingasta,-31.3308,-69.4078,79.86,46,6,12.91,AR,1732491799
292,barranca,-10.75,-77.7667,67.68,79,76,7.63,PE,1732491799
293,ouro preto do oeste,-10.7481,-62.2158,72.82,90,35,3.22,BR,1732491573
294,tarakan,3.3,117.6333,78.3,94,75,3.44,ID,1732491799
295,taltal,-25.4,-70.4833,63.75,81,34,3.89,CL,1732491620
296,senanga,-16.1167,23.2667,69.64,82,100,2.39,ZM,1732491799
297,zhenzhou,32.2692,119.1789,52.9,92,100,6.35,CN,1732491800
298,labuan,5.2767,115.2417,79.16,94,20,2.3,MY,1732491800
299,juneau,58.3019,-134.4197,25.41,58,40,0.0,US,1732491800
300,galveston,29.3669,-94.9669,76.05,75,0,9.22,US,1732491800
301,constantia,44.1833,28.65,29.08,56,30,5.28,RO,1732491800
302,punta arenas,-53.15,-70.9167,48.31,53,75,9.22,CL,1732491755
303,sarakhs,36.5449,61.1577,55.94,43,1,9.37,IR,1732491800
304,recani,31.2846,-4.2688,61.12,36,77,7.43,MA,1732491800
305,adra,36.7496,-3.0206,64.33,63,99,3.44,ES,1732491800
306,argo,37.6333,22.7333,44.1,32,1,3.51,GR,1732491800
307,rongelap,11.1635,166.8941,83.05,79,21,19.55,MH,1732491800
308,ban phan don,17.1427,102.9726,70.16,80,91,5.21,TH,1732491801
309,saint-pierre,-21.3393,55.4781,74.88,78,20,4.61,RE,1732491801
310,banff,51.1762,-115.5698,14.38,73,97,1.14,CA,1732491801
311,vila velha,-20.3297,-40.2925,68.95,91,40,4.61,BR,1732491801
312,mhangura,-16.8939,30.1683,67.15,74,100,4.79,ZW,1732491801
313,yongchuan,29.3514,105.8947,49.21,77,100,3.38,CN,1732491801
314,enewetak,11.3474,162.3373,82.94,80,40,21.59,MH,1732491801
315,paita,-5.0892,-81.1144,67.59,84,73,16.26,PE,1732491801
316,xai-xai,-25.0519,33.6442,69.39,95,9,4.59,MZ,1732491801
317,port sudan,19.6175,37.2164,79.88,70,93,10.27,SD,1732491801
318,ebebiyin,2.1511,11.3353,68.88,99,39,2.24,GQ,1732491802
319,mejit,10.2753,170.8646,82.18,81,67,17.74,MH,1732491802
320,linxia chengguanzhen,35.6003,103.2064,13.26,91,90,4.9,CN,1732491802
